BusinessName,ZipCode,Email,ZipCodeRadiusforCallRail
Padgett Syracuse,84075,jhellyer@accountingutah.net,"84075,84015,84015,84041,84041,84016,84016,84089,84056,84056,84067,84067,84037,84037,84315,84405,84040,84040,84408,84403,84404,84402,84407,84409,84412,84201,84244,84025,84025,84401,84014,84014,84087,84415,84011,84011,84414,84054,84054,84340,84010,84010,84116,84310,84050,84050,84103,84114,84180,84104,84138,84130,84110,84122,84125,84126,84199,84190,84184,84171,84170,84165,84158,84151,84150,84148,84147,84145,84143,84141,84139,84134,84132,84131,84127,84133,84101,84111"

Padgett Tempe,85282,b_naujokaitis@smallbizpros.com,"85282,85287,85280,85285,85283,85281,85202,85284,85257,85210,85044,85201,85040,85224,85008,85034,85042,85211,85214,85216,85274,85275,85277,85246,85251,85233,85225,85244,85203,85018,85252,85261,85267,85271,85204,85006,85299,85226,85004,85048,85250,85001,85002,85010,85011,85030,85036,85038,85046,85060,85062,85063,85064,85066,85067,85068,85069,85071,85072,85073,85074,85075,85076,85078,85079,85080,85082,85065,85070,85026,85003,85007,85016,85213,85286,85041,85234,85253,85296,85014,85256,85012,85258,85009,85013,85248,85045,85206,85295,85005,85205,85015,85028,85061,85297,85236,85017,85020,85249,85019,85021,85043,85260,85259,85031,85298,85254,85339,85035,85051,85032,85209,85208,85029,85212,85022,85207,85033,85301,85311,85312,85318,85268,85302,85127,85269,85215,85023,85303,85255,85353,85054,85304,85053,85050,85305,85037,85329,85306,85024,85120,85380,85027,85117,85178,85392,85142,85385,85345,85138,85039,85381,85323,85119,85308,85307,85372,85147,85376"

Padgett Toledo,43537,tfriedel@padgetttoledo.com,"43537,43552,43614,43542,43615,43528,43609,43460,43566,43607,43617,43551,43525,43571,43606,43560,43601,43414,43603,43635,43652,43654,43656,43657,43659,43660,43661,43666,43667,43681,43682,43697,43699,43623,43620,43604,43465,43610,43558,43613,43463,43619,43605,43608,43504,43565,43547,43612,43402,43441,48144,43447,43611,43522,43443,43616,49267,43403,43434,43540,48182,43510,43450,49276,43430,43408,43569,48177,43515,43468,48133,43532,43451,43469,49228,49270,43462,43534,43541,43406,43445,43412,43466,48157,49248,48140,43416,43533,43431,48145,43432,43413,43523,43437,43511,49238,43567,49268,43458,43467"

Padgett Traverse City,49686,r.rudolph@padgett-tc.com,"49686, 49610,49690,49696,49685,49629,49676,49673,49684,49666,49682,49612,49621,49648,49637,49680,49649,49653,49615,49674,49654,49650,49646,49664,49627,49643,49620,49622,49659,49633,49630,49636,49670"

Padgett Troy,48085,sfederspiel@padgettsh.com,"48085,48099,48007,48098,48083,48314,48310,48307,48084,48317,48017,48311,48318,48309,48313,48308,48073,48012,48304,48009,48312,48303,48071,48092,48316,48072,48315,48067,48068,48093,48070,48342,48302,48306,48069,48301,48326,48088,48343,48076,48341,48321,48025,48015,48038,48091,48026,48030,48237,48090,48220,48397,48340,48086,48037,48325,48094,48044,48036,48035,48089,48075,48320,48034,48066,48042,48359,48363,48221,48043,48046,48328,48235,48360,48033,48203,48234,48021,48095,48082,48334,48324,48081,48323,48322,48205,48219,48212,48361,48238,48330,48362,48080,48225,48329,48336,48327,48096,48227,48240,48366,48045,48213,48211,48206,48223,48202,48224,48331,48332,48333,48204,48051,48387,48236,48367,48370,48346,48065,48335,48208,48214,48239,48228,48215,48152,48347,48201,48230,48047,48207,48210,48348,48243,48233,48386,48390,48222,48231,48232,48244,48255,48260,48264,48265,48266,48267,48268,48269,48272,48275,48277,48278,48279,48288,48226,48048,48154,48126,48216,48382,48371,48121,48123,48377,48005,48376,48375,48151,48153,48127,48150,48209,48128,48120,48050,48383,48124,48136,48135,48122,48374,48217,48185,48393,48125,48004,48218,48462,48167,48428,48141,48062,48003,48350,48023,48101,48356,48229,48146,48381,48186"

Padgett Tucson,85718,michale@jmhcpa.biz,"85718, 85704,85712,85750,85716,85719,85705,85721,85720,85703,85722,85723,85724,85725,85728,85731,85732,85733,85734,85740,85744,85751,85752,85754,85775,85717,85702,85737,85715,85726,85711,85701,85741,85709,85710,85745,85708,85713,85714,85749,85652,85619,85755,85707,85742,85730,85739,85738,85748,85743,85706,85757,85756,85654,85746,85747,85658,85623"

Padgett Tulsa,74145,s.stanley@padgettbusinessservices.com,"74145,74146,74135,74129,74112,74128,74114,74133,74136,74105,74171,74134,74104,74012,74013,74137,74120,74119,74108,74115,74172,74158,74159,74169,74170,74182,74186,74187,74192,74193,74150,74157,74156,74155,74153,74152,74149,74148,74147,74141,74121,74102,74101,74103,74116,74110,74037,74132,74106,74107,74011,74050,74117,74130,74131,74127,74126,74008,74015,74055,74033,74043,74073,74067,74041,74014,74429,74066,74063,74047,74019,74036,74018,74060,74458,74070,74021,74436,74421,74039,74082"

Padgett Valparaiso,46383,j_heskett@smallbizpros.com,"46383, 46384,46390,46385,46391,46302,46393,46347,46304,46382,46342,46368,46348,46340,46341,46355,46346,46405,46301,46345,46410,46403,46360,46307,46374,46352,46380,46350,46409,46308,46361,46407,46392,46532,46411,46401,46408,46402,46366,46404,46319,46310,46534,46375,46406,46373,46322,46303"

Padgett Wappingers Falls,12590,j_tyson@smallbizpros.com,"12590,12537,12524,12511,12512,12527,12542,12533,12603,12604,12547,12601,12508,12602,12510,12551,12552,12555,12550,12582,10516,12568,12540,12570,12569,12515,12528,12531,12548,12520,12584,12585,12553,10579,10512,12518,10997,12538,10996,10524,12589,12493,12564,12575,12586,12578,12561,12577,10542,10953,10541,12429,12525,12563,12522,12545,10537,12594,10535,10588,12543,10992,12580,10922,10505,12471,10930,10509,10547,12549,12486,10527,10540,12487,10914,12440,10928,10587,10517,10911,06784,12472,10519,10567,10566,06755,10501,10917,12514,10598,10916,10589,10578,12419,12411,12592,10986,06812,12506,10560,12466,12417,10511,12574,12566,12572,06785,10596,10949,10526,06811,10926,10548,12501,12581,12484,06776,10536,10985,12402,10521,12404,10915,10980,10941,10950"

Padgett Washougal,98671,steve@bizhelpnw.com,"98671, 97010,98607,97019,98639,98675,97060,98606,98682,97024,98684,98683,97030,98604,97230,97080,98622,98662,97233,97014,98664,98610,97250,97252,97220,97009,97236,97218,97216,98686,98661,97089,97213,98665,97266,97055,97215,98666,98668,98687,97211,98663,97086,98601,97212,97022,97206,97232,98685,98629,97214,97015,97217,97227,98660"

Padgett Watkinsville,30677,tckittle@padgett-athens.com,"30677, 30638,30621,30645,30623,30609,30641,30605,30606,30622,30602,30603,30604,30608,30612,30619,30683,30666,30650,30667,30671,30601,30655,30663,30607,30656,30630,30025,30625,30680,30669,30565,30628,30646,30620,30018,30648,30549,30642,30056"

Padgett Wellington,33411,m.davies@padgettbusinessservices.com,"33411,33417,33413,33414,33415,33409,33406,33407,33422,33421,33449,33420,33467,33401,33412,33463,33402,33416,33405,33461,33404,33419,33418,33403,33480,33454,33460,33464,33465,33466,33410,33462,33472,33408,33436,33473,33437,33426,33470,33424,33425,33474,33435,33477,33458,33468,33478,33446,33484,33445,33482,33448,33444,33483,33469,33496,33498,33487,33434,33431,33488,33475,33455,33428"

Padgett Westchester,10562,joseph.randolla@padgettwestchester.com,"10562,10546,10545,10520,10510,10514,10570,10920,10521,10594,10927,10549,10989,10532,10548,10993,10598,10591,10595,10567,10517,10511,10596,10566,10504,10507,10960,10956,10501,10547,10923,10523,10994,10984,10536,10603,10588,10527,10986,10533,10535,10913,10587,10537,10506,10607,10968,10604,10954,10980,10540,10610,10602,10503,10962,10601,10589,10505,06831,10911,10530,10977,10578,10606,10577,10526,10976,10522,10502,10983,10965,10970,10922,10964,10542,10605,10541,10952,07647,10706,10519,10524,10518,10583,10576,10573,06903,07645,10901,10928,10597,07648,10579,10982,06830,07656,07675,10710,10560,10997,07640,06836,10707,06807,10528,10975,07677,10996,10703,10590,10709,07620,10701,10580,07624,10974,10804,07642,07458,06905,06878,10543,10708,10917,07627,10910,06910,06840,07495,06870,06902,10512,06907,07630,07641,10931,10926,10930,10702,06901,10538,06904,06911,06912,06913,06914,06926,06927,07676,07626,10516,07446,06906,10552,12518,10704,07628,06879,07401,07649,07423,10705,10551,10801,07463,07430,10953,10553,10802,12520,10550,06877,10803,07670,10470,07646,06820,07621,07450,10509,10471,10805,10466,07451,06897,10949,07652,07432,07661,07653,06850,10950,10987,12553,06829,07481,10467,12584,12577,07452,10463,12508,10475,07631,07632,10469,10468,06853,10034,10458,10464,07666,06851,07410,07417,06852,06856,06857,06858,06860,06854,07607,07506,06810,07662,07507,12527,10040,10033,10453,07602,12551,12552,07601,07436,07456,06855,10461,12555,12524,07663,07605,10457,07603,10462,10460,10992,07514,10914,06883,12563,11709,07524,10925,07407,11542,06813,07024,10918,10465,06896,10452,06811,10472,06875,07508,07504,07644,07606,10912"

Padgett Westlake,44145,pbssperli@sbcglobal.net,"44145,44070,44140,44126,44138,44011,44116,44012,44142,44135,44017,44039,44107,44111,44130,44054,44028,44144,44149,44102,44036,44055,44129,44136,44035,44052,44134,44109,44113,44101,44181,44188,44190,44191,44192,44193,44194,44195,44197,44198,44199,44133,44115,44044,44114,44280,44127,44212,44053,44105,44131,44104,44125,44103,44147,44050,44106,44233,44001,44108,44120,44074,44141,44137,44112,44118,44253,44128,44110,44146,44286,44121,44258,44256,44122,44067,44119,44117,44049,44089,44816,44210,44123,44090,44124,44056,44264,44143,44132"

Padgett West Liberty,43357,sc.douthwaite@smallbizpros.com,"43357, 43047,43360,43009,43311,43336,43319,43060,43078,43318,43083,43084,43070,43343,43072,43324,43067,43347,45353,43045,43358,45317,43333,43348,43044,45372,43007,43029,43010,45340,45360,43040,43041,43331,45503,45389,45326,45334,45349,43346,43345,43077,45369,45504,45367,45312,45365,43310,45502,45501,45505,45870,45344,43344"

Padgett West Union Walhalla,29691,karen@scpadgett.com,"29691, 29696,29686,29672,29664,29675,29679,29693,29665,29676,29658,29682,29678,29633,29632,29630,29634,29631,29685,29667,30573,30525,28717,30562,30581,30537,29643,28741,30576,28774,28775,29656,30598,30552,30580,30577,30557,30568,29657,29689,29671,29670,29677,29625,30538,28747,30553"

Padgett Westwood,02090,john@i-padgett.com,"02090,02026,02027,02062,02136,02132,02492,02032,02030,02021,02494,02081,02131,02186,02457,02052,02459,02461,02464,02126,02467,02482,02481,02187,02130,02468,02067,02445,02368,02124,02495,02462,02121,02072,02447,02466,01770,02465,02071,01760,02460,02122,02135,02054,02119,02458,02446,02120,02215,02169,02125,02115,02170,02056,02184,02322,02134,02456,02269,02118,02471,02477,02453,02472,02199,02493,02185,02163,02454,02116,02139,02298,02133,02035,02238,02343,02171,02111,02138,02142,02127,02108,02205,02112,02117,02123,02137,02455,02114,02196,02201,02204,02206,02211,02217,02241,02283,02284,02293,02297,02210,02141,02203,02452,02110,02478,02356,02222,02212,02109,02140,02113,02143,01746,02451,02053,02188,02357,01703,01704,01705,01778,02301,02145,02129,01702,02144,02191,02153,02303,02304,02305,02190,02476,02189,02474,02479,02302,02334,01701,01721,02128,02038,02048,02351,02375,02093,02475,02155,02156,02149,02150,02152,01773,02421,02762,01890,02370,01745,01776,02420,02043,02148,02018,02044,02382,02045,02379,02070,01748,02151,02019,01731,01757,02761,02176,01772,01813,01815,02763,01888,02180,02766,01747,02333,01742,01784,02337,01801,02760,02712,02339,01756,01754,01906,01805,02025,01730,01803,01752,02061,02325,02703,02341,01880,01908,02767,02324,01905,01749,01568,01901,01504,01903,02060,01581,01775,01910,01866,02066,02895,01902,02768,02780,02864,01720,02327,01904,01867,01865,02055,02838,02059,02802,02350,01821,01741,01529,01907,02040,02359,02358,01534,01532,01940,01822,01718,02338,01887,02051,02865,01525,01960,01862,01538,02896,01519,01503,01588,01719,01560,02876,02863,02861"

Padgett Williamsport and Bellefonte,17701,lsmith@padgett-biz-services.com,"17701, 17703,17705,17728,17744,17702,17754,17752,17810,17771,17720,17740,17730,17756,17777,17856,17887,17721,17763,17762,17779,17749,17737,17776,16930,17765,17886,17739,18619,17772,17837,17748,17844,17745,17847,17768,17742,16938,17726,17747,17850,17865,17731,17884,17835,17735"

Padgett Wilsonville,97070,d_strubhar@smallbizpros.com,"97070,97062,97002,97140,97068,97020,97224,97035,97034,97013,97036,97032,97223,97132,97268,97267,97008,97027,97079,97219,97007,97281,97078,97137,97269,97071,97222,97115,97075,97076,97077,97045,97298,97005,97239,97225,97221,97202,97042,97123,97003,97015,97201,97206,97205,97291,97086,97006,97204,97026,97214,97207,97208,97228,97238,97240,97242,97251,97253,97254,97256,97280,97282,97283,97286,97290,97292,97293,97294,97296,97114,97004,97266,97209,97232,97215,97127,97362,97227,97210,97229,97212,97129,97216,97373,97236,97213,97089,97113,97233,97211,97217,97220,97218,97305,97250,97252,97203,97124,97111,97030,97230,97080,97022,97009,97303,97017,97024,98666,98668,98687,98664,98683,97148,98661,97038,98663,97375,97304"

Padgett Winchester,22601,r.jacobs@smallbizpros.com,"22601,22656,22602,22624,22622,22663,22603,22655,22646,22620,25440,22611,22637,22645,25446,25413,22649,22604,22641,25421,25441,25420,22657,20130,20135,22625,22654,25430,22630,25428,25414,26865,22626,26817,26823,22642,26808,20184,25438,25405,26711,22660,20144,22643,20101,20141,20142,25425,22623,25423,25432,25402,25442,20140,25401,20132,25403,25444,20131,22644,25427,22640,22610,20134"

"Padgett Winchester, MA",01890,c.darmody@smallbizpros.com,"01890,02475,02156,01813,01815,01888,02474,02155,02476,01801,02180,02479,02420,02153,02144,02140,02478,02421,01805,01803,02138,02176,02145,02148,02452,02143,01880,02472,02471,02477,02163,02149,01867,02238,02456,02139,02129,02134,02141,02451,02454,01866,02458,01731,02453,02150,02135,02142,01906,01730,02222,02133,02460,02114,02446,02215,02113,02203,02108,02109,02112,02117,02123,02137,02455,02196,02201,02204,02206,02211,02217,02241,02283,02284,02293,02297,02116,02199,02465,02115,02110,01887,02151,02447,02111,02495,02205,01773,02120,01865,01940,02128,01821,02118,02466,01905,02445,02467,02210,02298,02119,01889,02468,01864,01904,01822,02493,02130,02459,02127,02462,02461,02464,01910,01903,02212,02121,01901,02125,02152,01960,01902,01862,01742,02494,02481,02131,02122,01908,01741,02132,02457,01876,02124,02187,02126,01937,01961,01778,01907,01949,02492,02171,01970,02482,01923,02136,01971,01810,05501,01824,02027,02026,02170,01852,01812,01899,01776,01945,01720,02186,01718,01760,01851,02269,01853,01845,01754,02169,02090,02030,01850,01983,01843,01915,01701,01921,01854,01703,01704,01705,01863,02191,01984,02045,01886,01840,01842,01841,01775,01460,01965,01885,02185,02021,02184,01826,02062,01719,01770,01936,01702,01982,02188,01844,02189,02368,02052,01749,01879,02032,01833,01721,01745,01835,02043,02081,01944,01752,03076,02044,01834,02190,01451,01938,01772,02054,02343,01969,01432,02025,01929,02322,01831,01746,02072,01740,02018,02067,01832,01827,03079,01434,01830,01470,01471,01922,02060,02055,01467,01450,02056,02351,02071,01748,01503,02053"

Padgett Woodstock,30188,dsrose@bellsouth.net,"30188,30146,30142,30075,30115,30066,30189,30062,30077,30169,30004,30023,30114,30076,30068,30144,30102,30350,30356,30067,30006,30007,30061,30063,30065,30090,30009,30328,30005,30022,30338,30060,30152,30156,30160,30069,30346,30101,30107,30092,30360,30040,30064,30183,30081,30339,30342,30008,30327,30080,30319,30184,30362,30071,30091,30137,30366,30097,30151,30341,30082,30340,30003,30010,30026,30029,30095,30098,30099,30326,30028,30096,30121,30305,30041,30024,30345,30093,30177,30324,30329,30127,30126,30359,30106,30309,31141,31145,31146,30318,30085,30086,30084,30363,30033,30120,30322,30111,30306,30048,30143,30171,30332,30333,30123,30518,30308,30021,30307,30168,30313,30079"

Padgett Youngtown,85363,bowers385@yahoo.com,"85363,85351,85335,85372,85376,85345,85380,85381,85307,85379,85385,85305,85382,85374,85378,85309,85375,85303,85355,85039,85304,85302,85340,85037,85388,85306,85301,85311,85312,85318,85392,85308,85033,85395,85051,85053,85031,85035,85310,85019,85329,85029,85383,85017,85353,85061,85083,85021,85023,85387,85015,85027,85043,85373,85005,85013,85009,85022,85020,85012,85085,85014,85007,85323,85338,85003,85396,85026,85024,85065,85070,85001,85002,85010,85011,85030,85036,85038,85046,85060,85062,85063,85064,85066,85067,85068,85069,85071,85072,85073,85074,85075,85076,85078,85079,85080,85082,85004,85028,85016,85006,85032,85041,85339,85050,85361,85253,85034,85018,85254,85008,85040,85054,85086,85042,85048,85045,85251,85250,85257,85342,85260,85252,85261,85267,85271,85258,85281,85287"

Padgett Philadelphia,19147,s_sun@smallbizpros.com,"19147,19109,19106,19190,19195,19107,19110,19092,19093,19099,19101,19105,19019,19155,19160,19161,19162,19170,19171,19172,19173,19175,19177,19178,19179,19181,19182,19183,19184,19185,19187,19188,19191,19192,19193,19194,19196,19197,19244,19255,19102,19108,19148,19103,19146,08101,19123,08102,08103,19130,08104,19145,19122,19104,19125,19112,08105,19121,08030,19133,19143,08107,19132,19142,19134,08059,19139,08109,08110,08108,08063,19176,08093,19131,08106,19140,08099,19129,08031,19050,19137,08035,19151,19023,19124,19153,08033,19079,19082,19004,19144,08002,19066,19120,19141,08086,08078,08007,19032,19127,19018,19096,08065,19036,08066,08029,08096,19135,08045,19113,19026,19072,19119,19138,19149,19126,19074,08097,19029,08049,08052,08034,19043,19098,19128,19012,08076,19076,19083,19003,08083,19070,19027,19150,08077,08061,19111,08090,19118,19033,08003,19041,19078,19064,19136,08020,19035,19095,08084,19152,08051,19081,08027,19022,19094,19444,19046,08057,19010,19038,08056,19008,08012,08032,19114,08043,08021,19115,19086,08080,08026,19075,19016,19031,19085,08054,19065,19091,08075,19037,19429,19428,19001,19015,19013,19154,08014,19462,08071,19034,19006,19025,08053,19063,19116,19009,08010,19090,08091,19405,08074,08046,19073,19014,19087,08062,19020,19052,19028,19424,08073,08085,19333,19404,19407,19408,19409,19415,19401,08028,08025,19422,19406,19039,08036,08081,19040,19021,08009,19017,19312,19044,19002,19477,19484,19060,19061,19437,19053,19342,08048,19703,08055,08039,18991,19436,18966,19301,19403,08312,08016,19397,19398,19399,19319,08067,18974,19339,19340,08060,19331,08004,19455,19481,19482,19493,19494,19495,19496,19454,08343,18936,19486,08018,19373,19056,19048,19049,19007,19810,19490,19456,19395,19809,19446,19355,18954,18976,19047,19057,08518,19055,19423,08069,18929,19432,08094,19803,19426,19345,19058,08322,08098,08089,19453,08554,19381,18956,19443,08011,19802,19054,19460,18915,19030,19474,19317,19430,18943,19383,08505,19850,18914,19801,19732,19382,08023,19380,18980,08095,19880,19884,19885,19886,19890,19891,19892,19893,19894,19895,19896,19897,19898,19899,19451,18925,18940,19806"
